W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
iterations: 10000000
learning_rate: 1e-07
user_data_representation: average
scale_factor_output: 1.2
batch_size: 64
allow_negative_data: True
use_permutations: True
movie_amount_limit: 0
labels_data_type: decimal
limit_permutations: 64
loss: Tensor("Add_6:0", shape=(), dtype=float32)
optimizer: <tensorflow.python.training.adam.AdamOptimizer object at 0x7f6e9986c710>
use_cache: True
hidden_layers: 3
[      1400] Acc: 0.3557 | Acc s/ns: 0.8288 | d_RMSE: 1.0642 | RMSE: 1.0642 | Loss: 26.0676 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0638
[      1420] Acc: 0.3563 | Acc s/ns: 0.8268 | d_RMSE: 1.0653 | RMSE: 1.0653 | Loss: 26.0186 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0638
[      1440] Acc: 0.3583 | Acc s/ns: 0.8180 | d_RMSE: 1.0647 | RMSE: 1.0647 | Loss: 29.9572 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0638
[      1460] Acc: 0.3584 | Acc s/ns: 0.8179 | d_RMSE: 1.0643 | RMSE: 1.0643 | Loss: 28.5678 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0638
[      1480] Acc: 0.3571 | Acc s/ns: 0.8243 | d_RMSE: 1.0626 | RMSE: 1.0626 | Loss: 29.4916 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0626 GOOD
[      1500] Acc: 0.3565 | Acc s/ns: 0.8252 | d_RMSE: 1.0636 | RMSE: 1.0636 | Loss: 30.8484 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0626
[      1520] Acc: 0.3546 | Acc s/ns: 0.8320 | d_RMSE: 1.0652 | RMSE: 1.0652 | Loss: 24.2371 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0626
[      1540] Acc: 0.3551 | Acc s/ns: 0.8306 | d_RMSE: 1.0680 | RMSE: 1.0680 | Loss: 21.4690 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0626
[      1560] Acc: 0.3574 | Acc s/ns: 0.8225 | d_RMSE: 1.0636 | RMSE: 1.0636 | Loss: 28.6424 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0626
[      1580] Acc: 0.3565 | Acc s/ns: 0.8256 | d_RMSE: 1.0637 | RMSE: 1.0637 | Loss: 20.2313 |   | B. acc: 0.3595 | B. s/ns: 0.8361 | B. RMSE: 1.0626
